author,text,publishedAt,likes,clean_text,sentiment,published_at
@MaryYi-z4l,Разложил по полочкам!,2025-04-07 15:30:26+00:00,0,разложил по полочкам,neutral,2024-04-30
@MaryYi-z4l,"Согласен, тема топ!",2025-04-07 15:29:08+00:00,0,согласен тема топ,neutral,2024-04-16
@JosephGarwood,Это гениально!,2025-04-07 03:36:10+00:00,0,это гениально,negative,2024-04-24
@RaulWilson-r9g,Годно!,2025-04-07 01:59:51+00:00,0,годно,negative,2024-04-20
@VeronicaBradford-r7t,Респект!,2025-04-07 01:51:11+00:00,0,респект,positive,2024-04-26
@MarjoriePerreault,Вот это уровень!,2025-04-06 23:38:19+00:00,0,вот это уровень,neutral,2024-04-05
@EdnaStrother,Сильная работа!,2025-04-06 13:27:25+00:00,0,сильная работа,neutral,2024-04-23
@АлеШма,Какая деловая леди ❤ моя любимая Олечка 🥰 люблю тебя ❣️ особенно когда ты за рулём❤,2025-04-05 14:22:57+00:00,2,какая деловая леди  моя любимая олечка  люблю тебя  особенно когда ты за рулём,positive,2024-04-14
@elenfamilienvlog2038,"Девчёнки 😂😂😂😂😂я вас обожаю. Я бы с большим удовольствием к вам подсела и побухала, поржала😂😂😂😂❤❤❤❤❤❤❤❤",2025-04-04 16:01:08+00:00,0,девчёнки я вас обожаю я бы с большим удовольствием к вам подсела и побухала поржала,positive,2024-04-06
@elenfamilienvlog2038,"Да фу Оль, Дима как был чмом он им и остался. Кем он был, и кем его заделала ты. Противный чувак . Оля молодец. Девочка добилась всего сама. Вы хоть что говорите, но Оля умничка. Умная, интересная,  красивая, начитанная, да золота. Я её обожаю❤❤❤❤❤❤❤❤❤❤Оличка я тебя люблю",2025-04-04 15:12:36+00:00,1,да фу оль дима как был чмом он им и остался кем он был и кем его заделала ты противный чувак  оля молодец девочка добилась всего сама вы хоть что говорите но оля умничка умная интересная  красивая начитанная да золота я её обожаюоличка я тебя люблю,positive,2024-04-22
@АлександрВелюго-ч8о,Напиши мне,2025-04-02 20:02:16+00:00,0,напиши мне,neutral,2024-04-09
@CharlesArmstrong-i8x,Оставил коммент для продвижения!,2025-04-01 20:48:40+00:00,1,оставил коммент для продвижения,neutral,2024-04-05
@JaredMcNair,Подписка заслужена!,2025-04-01 17:14:15+00:00,0,подписка заслужена,neutral,2024-04-18
@Alisax64,"Мне бы интересно,где бы оказалась лошадь без папочки своего 😁полы бы мыла где то ,наверное,где то в мухосранске и так же слюной ядовитила своей......🤣🤣🤣🤣🤣🤣🤣слесаря бы  оценили  ❤",2025-03-29 15:20:33+00:00,1,мне бы интересногде бы оказалась лошадь без папочки своего полы бы мыла где то наверноегде то в мухосранске и так же слюной ядовитила своейслесаря бы  оценили,negative,2024-04-24
@ЕленаЧестная-д4и,"Ольга хороша в своем трудоспособности.
Трудяга, всем в пример. 
Не сидеть на жопе ровно.
Оля❤️",2025-03-13 11:32:49+00:00,2,"ольга хороша в своем трудоспособности
трудяга всем в пример 
не сидеть на жопе ровно
оля",neutral,2024-04-23
@АнастасияВедерникова-э8у,"Собчак прикольная в этом интервью, душевная и открытая. Классное интервью",2025-03-07 12:56:38+00:00,1,собчак прикольная в этом интервью душевная и открытая классное интервью,positive,2024-04-30
@НатальяНаталья-с8в,"Не верю, что в 40 лет можно хотеть петь песни из 4 х слов,.иметь 2 тыс.пар обуви,сотни мишек и спать с ними.
И БЫТЬ счастливой!!!!😮😮😮",2025-02-18 14:56:41+00:00,1,"не верю что в 40 лет можно хотеть петь песни из 4 х словиметь 2 тыспар обувисотни мишек и спать с ними
и быть счастливой",negative,2024-04-10
@НатальяНаталья-с8в,"А чё, у неё так много волос?
Было совсем мало!😮😢",2025-02-18 14:45:46+00:00,1,"а чё у неё так много волос
было совсем мало",negative,2024-04-07
@НатальяНаталья-с8в,"Счастье строится в молодости, в семье, с детьми,когда смотришь , как  они растут, идут в школу, в институт и т.д.
Тогда, и есть смысл в жизни...
Что толку петь песни из четырёх слов, копить деньги и, проходя домой , есть одной чёрную икру....😮😢и спать с игрушками....😅",2025-02-18 14:28:47+00:00,1,"счастье строится в молодости в семье с детьмикогда смотришь  как  они растут идут в школу в институт и тд
тогда и есть смысл в жизни
что толку петь песни из четырёх слов копить деньги и проходя домой  есть одной чёрную икруи спать с игрушками",positive,2024-04-20
@graphicmasterpieces3461,"Фу, які матюкливі",2025-02-08 17:19:46+00:00,1,фу які матюкливі,neutral,2024-04-24
@Jenuaa672,Бузова молодец,2025-02-05 09:40:10+00:00,2,бузова молодец,positive,2024-04-09
@vaalentiina.g,Смотрю и смеюсь с цен 😂 😢,2025-02-03 13:51:03+00:00,1,смотрю и смеюсь с цен,neutral,2024-04-10
@Vata_msk,У оли даже айфон не прошка у любой эскортници про,2025-02-02 17:45:11+00:00,0,у оли даже айфон не прошка у любой эскортници про,neutral,2024-04-21
@Vata_msk,1:08 эта истерика двух женщин это вообще топ😂😂,2025-02-02 17:43:23+00:00,0,108 эта истерика двух женщин это вообще топ,negative,2024-04-11
@rich7448,"Бузик,говорот что у нее маленькая команда Газпром медиа и Арчи,,кто там еще у несчастной бедной девочки?))) Все сама,все сама 😅😂😂",2025-02-02 17:31:37+00:00,1,бузикговорот что у нее маленькая команда газпром медиа и арчикто там еще у несчастной бедной девочки все самавсе сама,neutral,2024-04-30
@alexandrm.russian,"Собчак,а ты прикольная,раньше не нравилась,по 10 бальной на твердую 7. Я.Б.В.)",2025-01-28 09:38:45+00:00,1,собчака ты прикольнаяраньше не нравиласьпо 10 бальной на твердую 7 ябв,neutral,2024-04-17
@kristina6716,"Собчак молодец умеет брать интервью и открывать людям глаза, копая глубоко.",2025-01-27 11:18:24+00:00,1,собчак молодец умеет брать интервью и открывать людям глаза копая глубоко,neutral,2024-04-11
@brunovskaya,2025: пересматриваю с удовольствием 😁,2025-01-23 02:09:17+00:00,2,2025 пересматриваю с удовольствием,neutral,2024-04-26
@NYUSA329,"Обе красотки. Классное живое интервью. Ксения Анатольевна и Ольга, ждём второй совместный выпуск!",2025-01-21 15:03:00+00:00,1,обе красотки классное живое интервью ксения анатольевна и ольга ждём второй совместный выпуск,neutral,2024-04-22
@СМЕШНОЕИМНОГОЕДРУГОЕ,Там что в кафе инстасамка сидела?!,2025-01-18 16:45:26+00:00,1,там что в кафе инстасамка сидела,neutral,2024-04-12
@mykonvert,"Собчак переходит границы. Не нужно ей навязывать свои мысли, пусть она живёт так, как хочет. Согласна с Ольгой, что говорить все херня на публику, это подло.",2025-01-16 16:09:10+00:00,1,собчак переходит границы не нужно ей навязывать свои мысли пусть она живёт так как хочет согласна с ольгой что говорить все херня на публику это подло,negative,2024-04-06
@Илья-п6т2ю,Классное интервью!,2025-01-13 05:59:43+00:00,0,классное интервью,positive,2024-04-12
@klaratews447,"Что стало с народом почти все артисты певцы и т.д и в том числе другие матерятся,это просто ужас,мат стоит на первом месте.ВОТ,ЧТО ДЕЛАЮТ ДЕНЬГИ,ПРОТИВНО СМОТРЕТЬ НА ТАКИХ ,КАК СОБЧАК МАТ ПЕРЕМАТ И ВЫСТАВЛЯЮТ НА ВЕСЬ  МИР.ВЕДЬ ДЕТИ ТОЖЕ СМОТРЯТ ,СКОРО УЖЕ БУДУТ С ПЕЛЕНОК МАТЕРИТЬСЯ.КАТАСТРОФА.",2024-12-30 13:27:48+00:00,0,что стало с народом почти все артисты певцы и тд и в том числе другие матерятсяэто просто ужасмат стоит на первом местевотчто делают деньгипротивно смотреть на таких как собчак мат перемат и выставляют на весь  мирведь дети тоже смотрят скоро уже будут с пеленок материтьсякатастрофа,negative,2024-04-07
@ВикторияМасыч-м8у,Оля Бузова ученица Собчак????,2024-12-26 23:51:04+00:00,0,оля бузова ученица собчак,neutral,2024-04-28
@ВикторияМасыч-м8у,"Ксения как мать пришла все рассказала как надо. Оля работает над собой какие дети, семья, нужны личные заработки, сбережения. 😊",2024-12-26 23:44:47+00:00,0,ксения как мать пришла все рассказала как надо оля работает над собой какие дети семья нужны личные заработки сбережения,neutral,2024-04-05
@Еленацветоводство,Ей Собчак помогла. А дальше как пошло,2024-12-24 11:01:27+00:00,0,ей собчак помогла а дальше как пошло,negative,2024-04-18
@ТатьянаКузина-э5щ,Зачем ее всю дорогу выстовляете смотреть противно,2024-12-19 04:06:43+00:00,0,зачем ее всю дорогу выстовляете смотреть противно,negative,2024-04-06
@КамилаКабдыкешева,А сейчас уже у Феди есть жена и сладкая доча🥰,2024-12-18 16:47:26+00:00,0,а сейчас уже у феди есть жена и сладкая доча,positive,2024-04-20
@massion5362,"Кхахаахаа 1:07:58 ахааахахахахаахахахахахахаххахахахахахахахахахахахахахахахаххахахахахахахахахахахаххахахахахахахахахахаахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахах
Хахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахаххахахахахахахаххахахахахахахахахахахахаххахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахаххаахахахахахахахаххаахахахахаххахахахахахахахахахаххааххахахахаахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахаххаахахаххаахаххаахаххахахахахах",2024-12-18 13:03:18+00:00,1,"кхахаахаа 10758 ахааахахахахаахахахахахахаххахахахахахахахахахахахахахахахаххахахахахахахахахахахаххахахахахахахахахахаахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахах
хахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахаххахахахахахахаххахахахахахахахахахахахаххахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахаххаахахахахахахахаххаахахахахаххахахахахахахахахахаххааххахахахаахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахаххаахахаххаахаххаахаххахахахахах",positive,2024-04-09
@massion5362,А че за дед?,2024-12-18 12:07:22+00:00,0,а че за дед,neutral,2024-04-14
@Ольга-х9ю7ш,"Начитаная Собчак😁. ""ФеномЕн'🤦,. Позорище!",2024-12-16 05:36:12+00:00,1,начитаная собчак феномен позорище,neutral,2024-04-11
@Tina-ld2kn,Мудрый  Каа и легкомысленная Бузова,2024-12-11 08:06:29+00:00,0,мудрый  каа и легкомысленная бузова,neutral,2024-04-29
@ВикторияМасыч-м8у,Оля в подчинении Собчак😂🎉😅,2024-12-10 17:19:16+00:00,0,оля в подчинении собчак,neutral,2024-04-16
@walkinbeauty7248,Армянская мафия сидит на шее русской девушки.,2024-12-05 08:52:20+00:00,0,армянская мафия сидит на шее русской девушки,neutral,2024-04-20
@попкорнчикгорячий,"У бузовой ресторан провалился( как кстати у многих), а собак провалилась с выборами врезидента, в общем у всех есть падения и что",2024-12-04 10:59:36+00:00,0,у бузовой ресторан провалился как кстати у многих а собак провалилась с выборами врезидента в общем у всех есть падения и что,neutral,2024-04-08
@попкорнчикгорячий,Ксения Ксения 😅,2024-12-04 10:57:02+00:00,0,ксения ксения,neutral,2024-04-25
@ShE21-e7j,"Как Собчак оюбит поливать говном людей! Дом ""в жопе мира"", квартира ""осквернена"", ""не стыдно после Малахова"", типо ей стыдно к Бузовой, ""девочка-переросток"", это только первые 5 минут интервью. Правильно Бузова сказала, что ""взрослая тетка - это ты!""",2024-12-04 06:44:15+00:00,0,как собчак оюбит поливать говном людей дом в жопе мира квартира осквернена не стыдно после малахова типо ей стыдно к бузовой девочкапереросток это только первые 5 минут интервью правильно бузова сказала что взрослая тетка  это ты,negative,2024-04-22
@Johnny_14,Логово либерализма😂😂😂😂😂😂😂😂😂😂,2024-12-02 14:02:21+00:00,0,логово либерализма,neutral,2024-04-20
@ponochka0808,"Приятное интервью, не ожидала. И гораздо душевнее чем у стрелец",2024-11-29 11:48:05+00:00,0,приятное интервью не ожидала и гораздо душевнее чем у стрелец,positive,2024-04-12
@СандугашИлесова,"Это нормально, что какой-то бизнес прогорает, а какой-то процветает. Главное что у Ольги руки не опускаются и она идёт дальше",2024-11-29 04:12:57+00:00,0,это нормально что какойто бизнес прогорает а какойто процветает главное что у ольги руки не опускаются и она идёт дальше,neutral,2024-04-14
@Ariana_.85,Гордости нет у Ольги. Нельзя лебезить перед этой швалью. Ксения была бы на помойке если бы не её отец. На том свете она деньгами не откупится.,2024-11-29 01:39:22+00:00,0,гордости нет у ольги нельзя лебезить перед этой швалью ксения была бы на помойке если бы не её отец на том свете она деньгами не откупится,negative,2024-04-25
@askarmukhamedrakhimov7438,"Много фриков я видал, тем более в России, но Олечка, хоть раньше и считал её также фриком, но она оказалась гораздо глубже, чувствительней, умней, интеллектуальней, да это ЖЕНЩИНА на худой конец (а фрики в основном мужики, по крайней мере тех, кого я видел). В общем как-то Лера Кудрявцева сказала про Ксению Собчак: Она на самом деле хорошая девка. Перефразирую и скажу про Ольгу Бузову: А она на самом деле хорошая женщина, пусть будет счастлива❤😊🎉",2024-11-28 08:22:47+00:00,1,много фриков я видал тем более в россии но олечка хоть раньше и считал её также фриком но она оказалась гораздо глубже чувствительней умней интеллектуальней да это женщина на худой конец а фрики в основном мужики по крайней мере тех кого я видел в общем както лера кудрявцева сказала про ксению собчак она на самом деле хорошая девка перефразирую и скажу про ольгу бузову а она на самом деле хорошая женщина пусть будет счастлива,neutral,2024-04-25
@kazarturas4231,Celebat jeto kogda postą į ti ne spish nuo s kem,2024-11-24 19:56:14+00:00,0,celebat jeto kogda postą į ti ne spish nuo s kem,negative,2024-04-24
@сергей-ш3г7о,хорошая трудолюбивая девушка! добра ей счастья и здоровья.,2024-11-22 07:10:52+00:00,0,хорошая трудолюбивая девушка добра ей счастья и здоровья,positive,2024-04-13
@Dunkankgz,Как человек мне она нравится. Но музыка говно,2024-11-19 12:47:28+00:00,1,как человек мне она нравится но музыка говно,negative,2024-04-19
@zenazena4538,"Секса для здоровья не существует , это научно доказано, так что Собчак не писди",2024-11-18 12:39:03+00:00,0,секса для здоровья не существует  это научно доказано так что собчак не писди,neutral,2024-04-19
@Жанаэль,Простая и понятная,2024-11-17 10:38:52+00:00,0,простая и понятная,neutral,2024-04-23
@АннаАнюткина-в4н,Ольга считает Ксению Собчак шутом гороховым?,2024-11-17 02:23:30+00:00,0,ольга считает ксению собчак шутом гороховым,neutral,2024-04-25
@Вадим-г2у3ъ,Одна .. Лошадь.. Другая 40летняя  бездарная . брошенка по 5 кругу замужества и сожительства. С аудиторией слушателей 13 16лет самолюбивая бузова,2024-11-16 10:37:02+00:00,0,одна  лошадь другая 40летняя  бездарная  брошенка по 5 кругу замужества и сожительства с аудиторией слушателей 13 16лет самолюбивая бузова,negative,2024-04-10
@ОльгаМолодцова-о4ш,"Рестораный бизнес, кухня для скромных.",2024-11-14 20:31:33+00:00,0,рестораный бизнес кухня для скромных,neutral,2024-04-18
@ОльгаМолодцова-о4ш,Ксюша красивая.,2024-11-14 20:17:46+00:00,0,ксюша красивая,neutral,2024-04-20
@elenachuku6079,Человек - феномен,2024-11-08 19:59:41+00:00,0,человек  феномен,neutral,2024-04-13
@Надежда-э9в,Оооххх!!!! Уж эти волосы немытые. Это стиль буржуизма. У некоторых на хлеб не хватает зачем нам всё это показывать?,2024-11-07 03:11:31+00:00,0,оооххх уж эти волосы немытые это стиль буржуизма у некоторых на хлеб не хватает зачем нам всё это показывать,negative,2024-04-28
@ВикторияМасыч-м8у,Единственное теплое интервью и Ксения тут не токсична.,2024-11-06 23:35:29+00:00,0,единственное теплое интервью и ксения тут не токсична,neutral,2024-04-06
@ИренаСытник,"Как всё же интересно было смотреть Дом-2..И вот сейчас прошло сколько лет...как интересно смотреть им , здесь прошла их молодость..А сейчас они повзрослели,но до сих пор молоды..",2024-11-06 15:31:19+00:00,0,как всё же интересно было смотреть дом2и вот сейчас прошло сколько леткак интересно смотреть им  здесь прошла их молодостьа сейчас они повзрослелино до сих пор молоды,negative,2024-04-12
@ИренаСытник,"Большая труженица Ольга ,удачи тебе,личного счастья..",2024-11-06 15:22:06+00:00,0,большая труженица ольга удачи тебеличного счастья,positive,2024-04-27
@Bayan-m5d,"Желаю вам удачи и женского счастья 🎉. Какое хорошее интервью получилось. Больше узнала, о вас и Бузову",2024-11-04 05:24:09+00:00,1,желаю вам удачи и женского счастья  какое хорошее интервью получилось больше узнала о вас и бузову,positive,2024-04-26
@Bayan-m5d,"Ольга. Не ! Она действительно крутая девушка, все её плюсы заметны в этом интервью. А минусы, кажется просто пришиты",2024-11-04 04:58:00+00:00,2,ольга не  она действительно крутая девушка все её плюсы заметны в этом интервью а минусы кажется просто пришиты,positive,2024-04-22
@СветланаЛитфуллина,"Куда катиться мир?Эту бездарную мразоту Бузову,противно смотреть.😢",2024-11-03 21:59:32+00:00,0,куда катиться мирэту бездарную мразоту бузовупротивно смотреть,negative,2024-04-20
@jamesjackson8634,оле не идут объемные прически.лучше каре,2024-10-26 08:14:34+00:00,1,оле не идут объемные прическилучше каре,neutral,2024-04-29
@Ирина-ъ5х4ю,Оля молодец. Есть за что уважать.,2024-10-23 21:44:30+00:00,0,оля молодец есть за что уважать,neutral,2024-04-20
@pinkpigs99,"Интервью  Собчак - это продолжения дома два, с разборками и драмами. Прям бех..",2024-10-22 17:04:48+00:00,0,интервью  собчак  это продолжения дома два с разборками и драмами прям бех,neutral,2024-04-09
@oldnewg3285,"Интересно, в 2024 году, бузкафе еще существует, восточный директор сомнительный",2024-10-21 15:33:32+00:00,0,интересно в 2024 году бузкафе еще существует восточный директор сомнительный,neutral,2024-04-28
@Галина-я3о,Интересно сколько Бузова платит Ксении Собчак за школу обучения,2024-10-18 20:32:43+00:00,0,интересно сколько бузова платит ксении собчак за школу обучения,neutral,2024-04-27
@ivanovanina4827,"Как это ничего страшного??? 😮😮😮😮 он скачал, что у него девушка есть!!!!",2024-10-17 03:26:49+00:00,0,как это ничего страшного  он скачал что у него девушка есть,neutral,2024-04-28
@ivanovanina4827,"Она сначала полы потрогала, а потом за тарелки хватала 😲😲😲",2024-10-17 03:01:16+00:00,0,она сначала полы потрогала а потом за тарелки хватала,neutral,2024-04-08
@Irinaivanova19951,Привет из 2024🎉Оля ❤,2024-10-16 10:41:44+00:00,0,привет из 2024оля,neutral,2024-04-23
@TeraneZaitova,Двуличная бузова,2024-10-14 18:50:13+00:00,0,двуличная бузова,negative,2024-04-15
@LeonMan-h8l,Мне очень нравятся Собчак и Бузова они умны и интересны энергичные и культурные❤🌹🌹🌹🌹🌹🌹🌹👍👍🌹,2024-10-12 07:04:58+00:00,1,мне очень нравятся собчак и бузова они умны и интересны энергичные и культурные,positive,2024-04-27
@Кнопка-к5х,"Как у Ольги появились деньги, тут сразу и Малахов и Собчак.",2024-10-11 05:14:33+00:00,0,как у ольги появились деньги тут сразу и малахов и собчак,neutral,2024-04-24
@Кнопка-к5х,"Слова из Библии:""Отпускай свой хлеб по водам и по прошествии многих дней, он опять вернется к тебе."" (духи)😊",2024-10-11 05:08:24+00:00,1,слова из библииотпускай свой хлеб по водам и по прошествии многих дней он опять вернется к тебе духи,neutral,2024-04-29
@ОлегГалицкий-к9ф,"Вот Бузова, врет и не краснеет, но однозначно молодец, не каждый так сможет",2024-10-10 10:19:11+00:00,0,вот бузова врет и не краснеет но однозначно молодец не каждый так сможет,neutral,2024-04-24
@SvetlanaMeronova,Ольга супер. Обожаю её за искренность и простоту общения. ❤,2024-10-09 10:13:57+00:00,0,ольга супер обожаю её за искренность и простоту общения,positive,2024-04-16
@Ольга-ш4с5ъ,И на хрена нам все это знать.,2024-10-07 16:43:40+00:00,0,и на хрена нам все это знать,negative,2024-04-08
@Оксана-у6ж1и,"Хейтеры закомплексованные, ничего не делают чтобы изменится, но хотят чтобы другие были такими как они хотят",2024-10-02 11:52:14+00:00,0,хейтеры закомплексованные ничего не делают чтобы изменится но хотят чтобы другие были такими как они хотят,negative,2024-04-24
@Меваааааааачка,"Хочу сказать, что эти две девушки - идеальное слияние  одного целого в двух половинках. Это тот плюс и минус которые дополняют. Это была бы бомбическая женская  дружба, при условии не переходить на личности и воспринимать критику как совет. Удачи!",2024-09-30 14:18:21+00:00,0,хочу сказать что эти две девушки  идеальное слияние  одного целого в двух половинках это тот плюс и минус которые дополняют это была бы бомбическая женская  дружба при условии не переходить на личности и воспринимать критику как совет удачи,positive,2024-04-14
@Alex-vs4fg,Бузова❤❤❤,2024-09-05 06:48:26+00:00,0,бузова,neutral,2024-04-05
@АннаЗубарева-и1ч,"Фу, стерва Собчак...",2024-09-02 11:50:13+00:00,0,фу стерва собчак,neutral,2024-04-12
@iiiiiiii45,"это интервью на втором месте по популярности у Собчак, видно уровень Ольги",2024-08-31 13:03:11+00:00,0,это интервью на втором месте по популярности у собчак видно уровень ольги,neutral,2024-04-05
@ablaikhanabduahid9865,"Ксения вы шикарны,отвечаю🫡👌",2024-08-31 08:07:50+00:00,0,ксения вы шикарныотвечаю,neutral,2024-04-10
@НатальяКошечка-ч2в,"И все-таки слушала бы хоть немного Оля Ксению, ее советы на счет мужчин. Не была бы возможно до сих пор одна. Делать первый шаг тоже неплохо. 😊",2024-08-30 08:35:34+00:00,0,и всетаки слушала бы хоть немного оля ксению ее советы на счет мужчин не была бы возможно до сих пор одна делать первый шаг тоже неплохо,neutral,2024-04-07
@ОлесяВыдрина-у8л,Собчак ты так размышляеш поэтому ты дешовка.,2024-08-30 07:17:24+00:00,0,собчак ты так размышляеш поэтому ты дешовка,neutral,2024-04-09
@ОлесяВыдрина-у8л,Бузова умница.❤,2024-08-30 07:14:51+00:00,0,бузова умница,positive,2024-04-24
@evgeniaeva2840,"Оля, ты лучшая, честная, настоящая!!!! Счастья тебе. А такие как Собчак получат своё",2024-08-26 14:22:53+00:00,0,оля ты лучшая честная настоящая счастья тебе а такие как собчак получат своё,positive,2024-04-14
@ВикторияМасыч-м8у,Самое теплое интервью🎉😊,2024-08-25 15:19:07+00:00,0,самое теплое интервью,negative,2024-04-29
@ВикторияМасыч-м8у,"Такое чувство,что Олю оббирают, надо бы ей квартиру свою,а не снимать,что за бред она же работает на износ. Доверяй,но проверяй",2024-08-25 14:54:14+00:00,0,такое чувствочто олю оббирают надо бы ей квартиру своюа не сниматьчто за бред она же работает на износ доверяйно проверяй,negative,2024-04-10
@ВикторияМасыч-м8у,"Олечка добрый человечек, Ксюша хватит ее попрекать, она сама старается работать и зарабатывать, а еще личную жизнь устроить. Мужики одни козлы(((",2024-08-25 14:50:56+00:00,0,олечка добрый человечек ксюша хватит ее попрекать она сама старается работать и зарабатывать а еще личную жизнь устроить мужики одни козлы,neutral,2024-04-24
@ВладаПобединская,"Бузова как была истеричка так ей и осталась .а Собчак молодец , умеет держаться в любой ситуации и правильно реагировать на критику в отличии от плаксивой Бузовой",2024-08-25 09:30:07+00:00,0,бузова как была истеричка так ей и осталась а собчак молодец  умеет держаться в любой ситуации и правильно реагировать на критику в отличии от плаксивой бузовой,neutral,2024-04-22
@diarashkenazi,Какие поколения? Питана? Ольга никто не ким кардашян.,2024-08-23 07:38:14+00:00,0,какие поколения питана ольга никто не ким кардашян,neutral,2024-04-20
@innanevinnaya1653,💜,2024-08-16 16:45:20+00:00,0,,neutral,2024-04-11
@viktoriarumyantseva6101,Олька красотка!!!!!,2024-08-14 17:27:33+00:00,0,олька красотка,positive,2024-04-27
@ТатьянаГрушецкая-л9п,Ну какая звезда? Собчак звёзды на небе  а бузовы нужны чтобы на их фоне были видны настоящие таланты,2024-08-10 16:02:40+00:00,0,ну какая звезда собчак звёзды на небе  а бузовы нужны чтобы на их фоне были видны настоящие таланты,neutral,2024-04-16
@ТатьянаГрушецкая-л9п,Безголосая бузова перестань лезть со всех щелей уже тошнит,2024-08-10 15:49:47+00:00,0,безголосая бузова перестань лезть со всех щелей уже тошнит,negative,2024-04-11
