author,text,publishedAt,likes,clean_text,sentiment,published_at
@Zlatovlaska36,"Ну Ксения Моргена как хочет так и вертит 😂 Алишер, остановись! Не давай ей интервью, язык мой враг мой!",2025-03-23 07:54:57+00:00,0,ну ксения моргена как хочет так и вертит  алишер остановись не давай ей интервью язык мой враг мой,neutral,2024-04-19
@Mahava,то самое интервью за которое Ксения заплатила Моргену 😂🤌,2025-03-22 12:42:47+00:00,0,то самое интервью за которое ксения заплатила моргену,neutral,2024-04-20
@elenaturgina6129,"Он искренний человек, пусть  победит свои зависимости. Странно, что Ксения устроила публичный разнос его партнёров. А какое дело с кем он работает?! Это конечно неприлично, указывать обличать на весь мир. А судьи кто???Ещё раз убеждаюсь, что для Ксении существуют люди-привелигированная каста(все повязаны и роли распределены и никто просто так не влезет) и быдло ( все остальные  нелюди, которым нет места под солнцем). В общем, подленько как всегда. Надеюсь на её рост.",2025-03-21 05:30:14+00:00,1,он искренний человек пусть  победит свои зависимости странно что ксения устроила публичный разнос его партнёров а какое дело с кем он работает это конечно неприлично указывать обличать на весь мир а судьи ктоещё раз убеждаюсь что для ксении существуют людипривелигированная каставсе повязаны и роли распределены и никто просто так не влезет и быдло  все остальные  нелюди которым нет места под солнцем в общем подленько как всегда надеюсь на её рост,neutral,2024-04-14
@ЯнДмитриев-96,Слава Богу их всех нет в данный момент,2025-03-19 19:16:31+00:00,0,слава богу их всех нет в данный момент,negative,2024-04-16
@QuirkyQubits,На заселение територии мозги не нужны 😂,2025-03-19 11:50:54+00:00,0,на заселение територии мозги не нужны,neutral,2024-04-25
@GoreBox-e3v,Флаг Германии на превью:🇩🇪,2025-03-18 19:09:13+00:00,0,флаг германии на превью,neutral,2024-04-22
@felixkhakulov4011,"Морген, на порядок умнее 🤣🤣🤣",2025-03-17 19:42:41+00:00,2,морген на порядок умнее,negative,2024-04-10
@kombo5436,"Алиш свой пацик, а вы шушура просто вы его пытаетесь его загнобить!",2025-03-14 22:00:48+00:00,1,алиш свой пацик а вы шушура просто вы его пытаетесь его загнобить,negative,2024-04-25
@АлексейМеньщиков,СТАРУХЕ ГОВОРИТ 35 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,2025-03-12 19:48:51+00:00,0,старухе говорит 35,negative,2024-04-19
@АлексейМеньщиков,"Вот да блин откуда у меня фрески на стенах - ну да у меня был интим с девушкой котоорая рисует, ну а откуда треки появились - ну через одну руку знаком с группой LITTLE BIG , ну а как блин так талант и передаётся, грубо говоря через рукопожатие я сам в это не верели до недавнего времени, а сейчас что, а сейчас треки могу те стены разрисовать как у меня но уже за деньги",2025-03-12 19:25:07+00:00,0,вот да блин откуда у меня фрески на стенах  ну да у меня был интим с девушкой котоорая рисует ну а откуда треки появились  ну через одну руку знаком с группой little big  ну а как блин так талант и передаётся грубо говоря через рукопожатие я сам в это не верели до недавнего времени а сейчас что а сейчас треки могу те стены разрисовать как у меня но уже за деньги,neutral,2024-04-20
@NarMina-q4s,"Сначала думала, он умен, но в конце поняла- глупый, увы",2025-03-09 11:56:00+00:00,0,сначала думала он умен но в конце поняла глупый увы,negative,2024-04-12
@ДмитрийШабанов-с7и,Он не стал оценивать потому что она про политику,2025-03-02 06:09:22+00:00,0,он не стал оценивать потому что она про политику,neutral,2024-04-23
@DablyaGames,6:11 😂😂😂😂😂😂😂😂😂,2025-02-28 15:18:59+00:00,1,611,neutral,2024-04-12
@Anna_Skazkina,"Не люблю ни одного, ни другую. Но это интервью крайне интересно и неожиданно раскрыло две этих личности. И мне их жаль... 
Находясь в заложниках ситуации, которую они сами же и создали, - теперь оба  вынуждены не быть, а казаться. Хотя, на самом деле, что один, что вторая - по сути-то, не плохие люди. Одному надо подрасти и выбраться из инфантилизма и признать, что да, творчество Коэльо привнесло смысл в его жизнь и в этом нет ничего стрёмного....
Ну а Ксении, - даже не знаю, ... вроде всё хорошо, есть эмпатия. лишь бы на благо, Ксюша, для своей страны, не забывая, кто спас твоего отца",2025-02-27 21:34:51+00:00,0,"не люблю ни одного ни другую но это интервью крайне интересно и неожиданно раскрыло две этих личности и мне их жаль 
находясь в заложниках ситуации которую они сами же и создали  теперь оба  вынуждены не быть а казаться хотя на самом деле что один что вторая  по сутито не плохие люди одному надо подрасти и выбраться из инфантилизма и признать что да творчество коэльо привнесло смысл в его жизнь и в этом нет ничего стрёмного
ну а ксении  даже не знаю  вроде всё хорошо есть эмпатия лишь бы на благо ксюша для своей страны не забывая кто спас твоего отца",neutral,2024-04-19
@xfa1kon,"- Чак чак. - Фу, как грубо. - Иииииигооооо. Тухедница",2025-02-26 23:01:00+00:00,0,чак чак  фу как грубо  иииииигооооо тухедница,negative,2024-04-20
@flashback867,"Собчачка в самом конце явно пыталась склонить Алишера на темную сторону, это она же настоящий иногент а не он.",2025-02-26 08:06:40+00:00,1,собчачка в самом конце явно пыталась склонить алишера на темную сторону это она же настоящий иногент а не он,negative,2024-04-10
@Yura20016,2 часа моргенштерн делает вид типа он умный,2025-02-25 20:38:58+00:00,0,2 часа моргенштерн делает вид типа он умный,negative,2024-04-20
@ЕлизаветаДемиденко-р2ц,Какое кино ? У моргенштерно снято кино,2025-02-22 04:35:32+00:00,0,какое кино  у моргенштерно снято кино,neutral,2024-04-19
@SHCHANOVA,Кологривый явно копирует Алишера 🤡,2025-02-21 23:12:01+00:00,0,кологривый явно копирует алишера,negative,2024-04-14
@стэйшонаир,Без Собчак мир будет лучше сделайте ее агентом!!,2025-02-18 19:54:06+00:00,2,без собчак мир будет лучше сделайте ее агентом,neutral,2024-04-29
@Demis_Roussos1973,❤❤❤,2025-02-16 21:42:40+00:00,0,,neutral,2024-04-24
@Юлианна-х7п,Морген ❤,2025-02-15 13:46:34+00:00,0,морген,negative,2024-04-26
@denismijailovic6325,Ksjuha uslisaala Dilaru u Morgena balsaja pipiska pripjorlasja kak kiska 🤣🤣🤣🤣🤣🤣🤣👊👊👊👊,2025-02-13 19:30:08+00:00,1,ksjuha uslisaala dilaru u morgena balsaja pipiska pripjorlasja kak kiska,neutral,2024-04-20
@АннаСкоморохова-в6д,"Ну как в бизнесе можно не вникать буквально во все, как можно не вникать туда, где вложены твои бабки? Ну ок как был наивным дурачком так и остался. Как просто можно вообще доверять свои деньги и свой бизнес этим людям? У Арута, который к стати уже сидит после интервью с Собчак, просто на лице написано, что он наебщик.",2025-02-13 14:46:09+00:00,0,ну как в бизнесе можно не вникать буквально во все как можно не вникать туда где вложены твои бабки ну ок как был наивным дурачком так и остался как просто можно вообще доверять свои деньги и свой бизнес этим людям у арута который к стати уже сидит после интервью с собчак просто на лице написано что он наебщик,negative,2024-04-11
@ТатьянаК-г7ь7ю,"Прикольный парень, но если бы он вместо матов говорил что то остроумное, было бы вообще супер!! А так, опускает себя на уровень гопников, которые два слова связать не могут, сам ограничивает себя в развитии. Остаётся на уровне 17 лет. Девочки, секс, маты, покурить. Никакие более интересы не проскочили.  Скучно. А ты уже мужик. Разговор ни о чём.",2025-02-10 10:31:54+00:00,0,прикольный парень но если бы он вместо матов говорил что то остроумное было бы вообще супер а так опускает себя на уровень гопников которые два слова связать не могут сам ограничивает себя в развитии остаётся на уровне 17 лет девочки секс маты покурить никакие более интересы не проскочили  скучно а ты уже мужик разговор ни о чём,neutral,2024-04-19
@puxrux1964,Вся ебань воглаве с лошадью собралась,2025-02-09 21:12:15+00:00,0,вся ебань воглаве с лошадью собралась,negative,2024-04-28
@MENTERENT,"Ноябрь 2023: ""В запой я больше не вернусь, в запой я больше не вернусь""
Ноябрь 2024: ""Я ложусь в рехаб""",2025-02-07 18:19:20+00:00,5,"ноябрь 2023 в запой я больше не вернусь в запой я больше не вернусь
ноябрь 2024 я ложусь в рехаб",neutral,2024-04-21
@wwtm777,"Бля, сидит и оправдывается как школьник, только взрослыми словами: сказал - и сказал, забей на всех х¥й , уважай себя и свою позицию. Если за базар пизды получил, то не открещивайся от себя самого! Или ты просто играешь на публику в выгодной тебе маске",2025-02-03 12:55:22+00:00,0,бля сидит и оправдывается как школьник только взрослыми словами сказал  и сказал забей на всех хй  уважай себя и свою позицию если за базар пизды получил то не открещивайся от себя самого или ты просто играешь на публику в выгодной тебе маске,negative,2024-04-10
@Самира-е7н,Что такое твинби?,2025-01-27 17:05:58+00:00,0,что такое твинби,negative,2024-04-30
@КонстантинКозырев-д8г,когда её уже посадят на 25 лет,2025-01-27 09:48:43+00:00,0,когда её уже посадят на 25 лет,negative,2024-04-22
@Geniy_5680,41:37 ну ясное дело на нарк,2025-01-18 20:21:55+00:00,0,4137 ну ясное дело на нарк,neutral,2024-04-11
@Geniy_5680,30:38 😂😂😂😂,2025-01-18 20:18:22+00:00,0,3038,negative,2024-04-14
@Geniy_5680,22:56 😂😂😂😂😂😂,2025-01-18 20:10:57+00:00,0,2256,neutral,2024-04-13
@ЛейлаСадыгова-п3г,"Я согласна с Морганом, что такие как он должны быть и это пример в некоторых моментах как делать нельзя. А Собчак провокатор. Оксимероны тоже нужны, это другие люди. Мои дети 18 и 14 лет не слушают ни того не другого и вообще не слушают эту музыку, но они слушают другое и у них своя позиция и мнение обо всем. Но я понимаю, если человек клоун, то он должен быть лучшим, так во всем. Морган поймал свою звезду. Жаль что он себя расходует и это приведет к плачевным последствиям. Жаль... Мой совет ему : береги здоровье, все можно купить, здоровье -нет! Ты славный, но береги себя.",2025-01-18 12:04:04+00:00,1,я согласна с морганом что такие как он должны быть и это пример в некоторых моментах как делать нельзя а собчак провокатор оксимероны тоже нужны это другие люди мои дети 18 и 14 лет не слушают ни того не другого и вообще не слушают эту музыку но они слушают другое и у них своя позиция и мнение обо всем но я понимаю если человек клоун то он должен быть лучшим так во всем морган поймал свою звезду жаль что он себя расходует и это приведет к плачевным последствиям жаль мой совет ему  береги здоровье все можно купить здоровье нет ты славный но береги себя,negative,2024-04-11
@iamsoulmusic3743,"Бля Морген добрый ты дохуя) но злым не нужно становиться . Я бы дал тебе совет быть избирательнее если он тебе нужен. Думаю ему нужен реальный , честный  друг.",2025-01-15 20:56:41+00:00,2,бля морген добрый ты дохуя но злым не нужно становиться  я бы дал тебе совет быть избирательнее если он тебе нужен думаю ему нужен реальный  честный  друг,negative,2024-04-13
@ОллиБонаква,"Если бы существовал эталон говно-музона, то это была бы так называемая ""музыка"" Алишерки",2025-01-14 15:42:49+00:00,0,если бы существовал эталон говномузона то это была бы так называемая музыка алишерки,neutral,2024-04-24
@ИринаБайгулова-е3ж,"Интересно,  он вообще может разговаривать без мата?! Ну это просто ужас",2025-01-14 15:24:30+00:00,0,интересно  он вообще может разговаривать без мата ну это просто ужас,negative,2024-04-14
@ИринаМовчан-т7у,Ви такі чмирі головне завершити ВІЙНУ Вам взагалі що зробили УКраїнці,2025-01-10 22:25:33+00:00,0,ви такі чмирі головне завершити війну вам взагалі що зробили українці,negative,2024-04-30
@diezcatseye6679,Ох как она обсерилась),2025-01-10 18:41:42+00:00,0,ох как она обсерилась,negative,2024-04-15
@user-nu8fm9yb1l,Зачем просить прищнания от ксении всё равно не признается😅,2025-01-06 23:08:52+00:00,0,зачем просить прищнания от ксении всё равно не признается,negative,2024-04-28
@PokemonSyktyvkara,Иметь в виду*,2025-01-06 14:36:54+00:00,0,иметь в виду,neutral,2024-04-18
@ИгорьБирюльцев,Говно это не возможно слушать,2025-01-06 14:09:35+00:00,0,говно это не возможно слушать,negative,2024-04-17
@LEYLACHERNISHOVA,Рознос партнеров на 10 из 10😂🔥,2025-01-02 19:01:34+00:00,0,рознос партнеров на 10 из 10,neutral,2024-04-18
@HappyKoschak,"Как говорил Жириновский, ЧЁРНАЯ ГРЯЗЬ






Я теперь понимаю почему",2024-12-28 13:30:44+00:00,0,"как говорил жириновский чёрная грязь






я теперь понимаю почему",negative,2024-04-20
@sapientisat1952,1:42:40 похороны арута;),2024-12-24 13:53:15+00:00,0,14240 похороны арута,neutral,2024-04-13
@girl77-et9gl,"Морг морально очень вырос , умница 👍",2024-12-18 21:39:18+00:00,0,морг морально очень вырос  умница,positive,2024-04-28
@girl77-et9gl,Стремная лапоухая дильнара,2024-12-18 21:38:47+00:00,0,стремная лапоухая дильнара,negative,2024-04-29
@syu6686,ОТБРОСЫ ОБЩЕСТВА,2024-12-17 22:44:15+00:00,1,отбросы общества,negative,2024-04-24
@Мария-ы7н2я,"С.      Годами.     Умнеет.     ,     все.     На.    Собственных.      Ошибках.     ,      только.     Горб.     Растет.",2024-12-13 11:54:28+00:00,0,с      годами     умнеет          все     на    собственных      ошибках           только     горб     растет,negative,2024-04-11
@КсенияМамонцева-щ6е,"Считаю что можно Моргена вернуть домой , пусть денег хорошо выделит в казну и возвращается)",2024-12-13 05:28:27+00:00,0,считаю что можно моргена вернуть домой  пусть денег хорошо выделит в казну и возвращается,negative,2024-04-13
@eleonorashah9561,"Материться, аж противно слушать. Вроде не тупой, но сознательно делает все, чтобы от себя отвернуть.",2024-12-08 17:38:55+00:00,0,материться аж противно слушать вроде не тупой но сознательно делает все чтобы от себя отвернуть,negative,2024-04-11
@VORIGE11,"Ммм, тело бывает и от природы красивое",2024-12-01 14:21:36+00:00,2,ммм тело бывает и от природы красивое,positive,2024-04-10
@VORIGE11,"Ммм, молодец",2024-12-01 14:14:23+00:00,1,ммм молодец,positive,2024-04-16
@VORIGE11,"Ммм), хочу выздороветь и распродать все товары и приехать в США",2024-12-01 13:09:10+00:00,1,ммм хочу выздороветь и распродать все товары и приехать в сша,positive,2024-04-30
@VORIGE11,"Здравствуйте, ммм, благодарю. Хочу выздороветь и распродать все товары и уехать в США",2024-12-01 13:07:57+00:00,1,здравствуйте ммм благодарю хочу выздороветь и распродать все товары и уехать в сша,positive,2024-04-26
@VORIGE11,"Было бы прикольно, если Ксения Собчак пришла бы в костюме смерти с косой), типо как знак проблемы (типо) после интервью с ней.",2024-12-01 13:06:18+00:00,1,было бы прикольно если ксения собчак пришла бы в костюме смерти с косой типо как знак проблемы типо после интервью с ней,neutral,2024-04-15
@ТизТиз-т1к,Башкир аткрытый человек характер жоский башкиры с тобой,2024-11-25 12:26:24+00:00,1,башкир аткрытый человек характер жоский башкиры с тобой,neutral,2024-04-23
@НеНуждаюсьВПсевдонимах,"Я тоже хочу домой, много лет уже хочу домой, а все как-то ни так ни сяк.",2024-11-19 11:35:41+00:00,0,я тоже хочу домой много лет уже хочу домой а все както ни так ни сяк,positive,2024-04-15
@ОльгаМолодцова-о4ш,Моргенштеин не вырастил ни одного порока.,2024-11-18 21:11:37+00:00,1,моргенштеин не вырастил ни одного порока,negative,2024-04-14
@ОльгаМолодцова-о4ш,"Лицо очень волевое, редкая гармония тела ума и речи.",2024-11-18 20:02:42+00:00,1,лицо очень волевое редкая гармония тела ума и речи,negative,2024-04-26
@Hanna-jc9vq,Даже смотреть не стала 😢,2024-11-14 23:35:17+00:00,0,даже смотреть не стала,neutral,2024-04-20
@sharptruth4132,35:06 где ты был год назад ((((,2024-11-04 16:19:55+00:00,0,3506 где ты был год назад,neutral,2024-04-18
@DmytroTrofymov-c4e,"ну, красивая девочка.",2024-10-31 23:56:04+00:00,0,ну красивая девочка,positive,2024-04-22
@miramaers745,Что за плажки? О чем речь?,2024-10-30 01:35:25+00:00,0,что за плажки о чем речь,negative,2024-04-22
@pikabu_show,Бабушка отчитывает  внука после дискотеки😂,2024-10-24 23:41:25+00:00,0,бабушка отчитывает  внука после дискотеки,neutral,2024-04-13
@rommmemfis4491,Пару минут и достаточно.,2024-10-24 16:11:35+00:00,0,пару минут и достаточно,neutral,2024-04-25
@Maksim_Shutov,Ну с победой Ксюша ловко подставила Моргена. Это в стиле Собчак.,2024-10-24 10:09:48+00:00,2,ну с победой ксюша ловко подставила моргена это в стиле собчак,neutral,2024-04-26
@Maksim_Shutov,"Зачем возвращаться в Россию - дом если ты не понимаешь для чего празднуют День Победы, у Моргена большие проблемы с историей.  Тебе нечего делать в России.",2024-10-24 09:58:52+00:00,1,зачем возвращаться в россию  дом если ты не понимаешь для чего празднуют день победы у моргена большие проблемы с историей  тебе нечего делать в россии,negative,2024-04-28
@user-os7sw8zm1jPepel.,"Ксюха хорошо выглядишь, привет из Самары.",2024-10-23 11:12:16+00:00,0,ксюха хорошо выглядишь привет из самары,neutral,2024-04-11
@nestlepurelife0,Поменяйте Scally Milano,2024-10-23 04:43:49+00:00,0,поменяйте scally milano,neutral,2024-04-10
@alienslow,"Лошадью была ,есть и будет",2024-10-22 16:18:56+00:00,0,лошадью была есть и будет,neutral,2024-04-10
@olgakazakeevich9530,Морген приятно повзрослел. Ещё бы лаятся прекратил. Отлучение от родины ему на пользу. Раньше я его терпеть не могла.,2024-10-20 08:57:30+00:00,0,морген приятно повзрослел ещё бы лаятся прекратил отлучение от родины ему на пользу раньше я его терпеть не могла,positive,2024-04-22
@SantaX01,ЧТО ЭТО УЖЕ БЫЛО ГОД НАЗАД?!?!,2024-10-19 22:56:44+00:00,1,что это уже было год назад,neutral,2024-04-11
@ТатьянаПроворова-ц8н,"Конечно Моргану сложно с Ксюшей, он отбивался из последних сил…..и вот эта последняя фраза: «я несу людям х..» - это полная капитуляция.",2024-10-14 13:05:42+00:00,0,конечно моргану сложно с ксюшей он отбивался из последних сили вот эта последняя фраза я несу людям х  это полная капитуляция,negative,2024-04-23
@iragavriloi8013,Ты не она,2024-10-12 19:07:19+00:00,0,ты не она,neutral,2024-04-26
@mariamalefica2818,"Ксения забыла упомянуть, что у Моргена друг Дуров.",2024-10-10 23:36:02+00:00,0,ксения забыла упомянуть что у моргена друг дуров,neutral,2024-04-29
@mariamalefica2818,"Вот который раз смотрю интервью,которые Собчак берет и убеждаюсь, что никакой она ,мать ее, не интервьюер, а комбо школьной училки,попа проповедника и налоговой инспекции с роспотребнадзором в одни щи.🤣
Какое нах это интервью?! Все время спорит, что-то доказывает,навязывает свое мнение! 
Вот Алишер ей правильно сказал,что кесарю кесарево, а слесарю слесарево, а она ,прям,не уймется ,сцуко.
Да сейчас даже при большом желании высказаться лучше молчать в тряпку с такими законами,где за любой пук  в воздух сажают. 
Лучше б проверить ее доходы и ее мамашки. Откуда у Собчак особняк за 6 лямов баксов и как так вышло, что Собчак так против проводимой политики и хает власть, а ее мать в совете федерации и член «Едим Россию».?!И не деньги ли коррупционные пошли Людмилы Нарусовой на особняк дочурке.
Столько вопросов можно было задать интересных творческому человеку,а ее интересуют только декларации,бизнес и политика.",2024-10-10 23:31:05+00:00,1,"вот который раз смотрю интервьюкоторые собчак берет и убеждаюсь что никакой она мать ее не интервьюер а комбо школьной училкипопа проповедника и налоговой инспекции с роспотребнадзором в одни щи
какое нах это интервью все время спорит чтото доказываетнавязывает свое мнение 
вот алишер ей правильно сказалчто кесарю кесарево а слесарю слесарево а она прямне уймется сцуко
да сейчас даже при большом желании высказаться лучше молчать в тряпку с такими законамигде за любой пук  в воздух сажают 
лучше б проверить ее доходы и ее мамашки откуда у собчак особняк за 6 лямов баксов и как так вышло что собчак так против проводимой политики и хает власть а ее мать в совете федерации и член едим россиюи не деньги ли коррупционные пошли людмилы нарусовой на особняк дочурке
столько вопросов можно было задать интересных творческому человекуа ее интересуют только декларациибизнес и политика",negative,2024-04-25
@PLATTINUMMM,"Чепуха, что одна, что другая.",2024-10-08 10:01:26+00:00,0,чепуха что одна что другая,negative,2024-04-21
@Black_Amigo,1:34:33 я реально прослезился,2024-10-02 22:08:28+00:00,3,13433 я реально прослезился,neutral,2024-04-27
@тата-н3о,"Ой .на пугачиху похожа,я одна это заметила?",2024-09-25 18:28:26+00:00,0,ой на пугачиху похожая одна это заметила,negative,2024-04-14
@Abaieva,Моргеншыто,2024-09-24 11:14:54+00:00,0,моргеншыто,negative,2024-04-24
@Abaieva,Ааа ем блюю,2024-09-24 11:14:20+00:00,0,ааа ем блюю,negative,2024-04-10
@Abaieva,"Заблюю бля комменты, Муссолини",2024-09-24 11:14:08+00:00,0,заблюю бля комменты муссолини,neutral,2024-04-17
@Abaieva,Ем блюю гэхэхэ жаль нет о го щеневсе некрочеловеги,2024-09-24 11:13:49+00:00,0,ем блюю гэхэхэ жаль нет о го щеневсе некрочеловеги,negative,2024-04-15
@DiegoDavidOFF-r7l,"Сегодня утром меня посетили странные мысли, от них мне стало не по себе... Обычно я просыпаюсь , слышу звон в голове... И первая мысль,, включился,,)) И потом начинается поток.... Сегодня он был особенным и я хочу поделиться и возможно узнать, я сошёл с ума или кто то думает так же.... 
Приходит страшный вирус и многие люди начинают гибнуть от него, потом идёт ядерная катастрофа и страшная радиация сжирает всё живое на земле. У кого есть возможность и ресурсы, назовём их элитой... Колонизируют Марс и забегают все архивы... И вот вы в той сотни выживших и переболевший все недуги, земля заражена и вода тоже, ваш организм просто привык к этой среде обитания... Вы заходите в пустой банк, там куча денег, вы просто смотрите на них... И что??? Кучи золота лежат сверкают в слитках... Куда их деть? И тут вы понимаете, нужно найти себе подобных, объединиться и искать хоть какие то архивы чтобы спасти планету и создать мир)",2024-09-23 14:58:23+00:00,0,"сегодня утром меня посетили странные мысли от них мне стало не по себе обычно я просыпаюсь  слышу звон в голове и первая мысль включился и потом начинается поток сегодня он был особенным и я хочу поделиться и возможно узнать я сошёл с ума или кто то думает так же 
приходит страшный вирус и многие люди начинают гибнуть от него потом идёт ядерная катастрофа и страшная радиация сжирает всё живое на земле у кого есть возможность и ресурсы назовём их элитой колонизируют марс и забегают все архивы и вот вы в той сотни выживших и переболевший все недуги земля заражена и вода тоже ваш организм просто привык к этой среде обитания вы заходите в пустой банк там куча денег вы просто смотрите на них и что кучи золота лежат сверкают в слитках куда их деть и тут вы понимаете нужно найти себе подобных объединиться и искать хоть какие то архивы чтобы спасти планету и создать мир",negative,2024-04-16
@Гагарин-п4ю,Какая вы лицемерка. Вы никогда ничего не делаете и не спрашиваете просто так,2024-09-20 14:50:22+00:00,0,какая вы лицемерка вы никогда ничего не делаете и не спрашиваете просто так,negative,2024-04-14
@Гагарин-п4ю,"Ксения, вы вроде взрослый, умный человек, а строите из себя дуру... Капец",2024-09-20 14:35:24+00:00,0,ксения вы вроде взрослый умный человек а строите из себя дуру капец,negative,2024-04-24
